assembly_accession,bioproject,biosample,wgs_master,excluded_from_refseq,refseq_category,relation_to_type_material,taxid,species_taxid,organism_name,infraspecific_name,isolate,version_status,assembly_level,release_type,genome_rep,seq_rel_date,asm_name,submitter,gbrs_paired_asm,paired_asm_comp,ftp_path,local_filename,local_fna,filename
GCA_003210705.1,PRJNA445865,SAMN08886636,QCUN00000000.1,derived from single cell,na,,2161968,2161968,Synechococcus sp. AG-679-E23,,AG-679-E23,latest,Contig,Major,Full,2018/06/12,ASM321070v1,Massachusetts Institute of Technology,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/210/705/GCA_003210705.1_ASM321070v1,./genbank/bacteria/GCA_003210705.1/GCA_003210705.1_ASM321070v1_genomic.fna.gz,./genbank/bacteria/GCA_003210705.1/GCA_003210705.1_ASM321070v1_genomic.fna.gz,GCA_003210705.1_ASM321070v1
GCA_003208815.1,PRJNA445865,SAMN08886650,QCVB00000000.1,derived from single cell,na,,2161969,2161969,Synechococcus sp. AG-683-B03,,AG-683-B03,latest,Contig,Major,Full,2018/06/12,ASM320881v1,Massachusetts Institute of Technology,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/208/815/GCA_003208815.1_ASM320881v1,./genbank/bacteria/GCA_003208815.1/GCA_003208815.1_ASM320881v1_genomic.fna.gz,./genbank/bacteria/GCA_003208815.1/GCA_003208815.1_ASM320881v1_genomic.fna.gz,GCA_003208815.1_ASM320881v1
GCA_003210515.1,PRJNA445865,SAMN08886651,QCVC00000000.1,derived from single cell,na,,2161970,2161970,Synechococcus sp. AG-683-B21,,AG-683-B21,latest,Contig,Major,Full,2018/06/12,ASM321051v1,Massachusetts Institute of Technology,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/210/515/GCA_003210515.1_ASM321051v1,./genbank/bacteria/GCA_003210515.1/GCA_003210515.1_ASM321051v1_genomic.fna.gz,./genbank/bacteria/GCA_003210515.1/GCA_003210515.1_ASM321051v1_genomic.fna.gz,GCA_003210515.1_ASM321051v1
GCA_003210475.1,PRJNA445865,SAMN08886654,QCVF00000000.1,derived from single cell,na,,2161971,2161971,Synechococcus sp. AG-683-G11,,AG-683-G11,latest,Contig,Major,Full,2018/06/12,ASM321047v1,Massachusetts Institute of Technology,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/210/475/GCA_003210475.1_ASM321047v1,./genbank/bacteria/GCA_003210475.1/GCA_003210475.1_ASM321047v1_genomic.fna.gz,./genbank/bacteria/GCA_003210475.1/GCA_003210475.1_ASM321047v1_genomic.fna.gz,GCA_003210475.1_ASM321047v1
GCA_003210385.1,PRJNA445865,SAMN08886660,QCVL00000000.1,derived from single cell,na,,2161972,2161972,Synechococcus sp. AG-686-A05,,AG-686-A05,latest,Contig,Major,Full,2018/06/12,ASM321038v1,Massachusetts Institute of Technology,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/210/385/GCA_003210385.1_ASM321038v1,./genbank/bacteria/GCA_003210385.1/GCA_003210385.1_ASM321038v1_genomic.fna.gz,./genbank/bacteria/GCA_003210385.1/GCA_003210385.1_ASM321038v1_genomic.fna.gz,GCA_003210385.1_ASM321038v1
GCA_003210345.1,PRJNA445865,SAMN08886662,QCVN00000000.1,derived from single cell,na,,2161973,2161973,Synechococcus sp. AG-686-C21,,AG-686-C21,latest,Contig,Major,Full,2018/06/12,ASM321034v1,Massachusetts Institute of Technology,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/210/345/GCA_003210345.1_ASM321034v1,./genbank/bacteria/GCA_003210345.1/GCA_003210345.1_ASM321034v1_genomic.fna.gz,./genbank/bacteria/GCA_003210345.1/GCA_003210345.1_ASM321034v1_genomic.fna.gz,GCA_003210345.1_ASM321034v1
GCA_003208755.1,PRJNA445865,SAMN08886663,QCVO00000000.1,derived from single cell,na,,2161974,2161974,Synechococcus sp. AG-686-C23,,AG-686-C23,latest,Contig,Major,Full,2018/06/12,ASM320875v1,Massachusetts Institute of Technology,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/208/755/GCA_003208755.1_ASM320875v1,./genbank/bacteria/GCA_003208755.1/GCA_003208755.1_ASM320875v1_genomic.fna.gz,./genbank/bacteria/GCA_003208755.1/GCA_003208755.1_ASM320875v1_genomic.fna.gz,GCA_003208755.1_ASM320875v1
GCA_003210335.1,PRJNA445865,SAMN08886664,QCVP00000000.1,derived from single cell,na,,2161975,2161975,Synechococcus sp. AG-686-D09,,AG-686-D09,latest,Contig,Major,Full,2018/06/12,ASM321033v1,Massachusetts Institute of Technology,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/210/335/GCA_003210335.1_ASM321033v1,./genbank/bacteria/GCA_003210335.1/GCA_003210335.1_ASM321033v1_genomic.fna.gz,./genbank/bacteria/GCA_003210335.1/GCA_003210335.1_ASM321033v1_genomic.fna.gz,GCA_003210335.1_ASM321033v1
GCA_003210315.1,PRJNA445865,SAMN08886665,QCVQ00000000.1,derived from single cell,na,,2161976,2161976,Synechococcus sp. AG-686-F08,,AG-686-F08,latest,Contig,Major,Full,2018/06/12,ASM321031v1,Massachusetts Institute of Technology,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/210/315/GCA_003210315.1_ASM321031v1,./genbank/bacteria/GCA_003210315.1/GCA_003210315.1_ASM321031v1_genomic.fna.gz,./genbank/bacteria/GCA_003210315.1/GCA_003210315.1_ASM321031v1_genomic.fna.gz,GCA_003210315.1_ASM321031v1
GCA_003331225.1,PRJNA352798,SAMN08905481,QOPP00000000.1,derived from metagenome,na,,2267256,2267256,Synechococcus sp. MED-G71,,MED-G71,latest,Contig,Major,Full,2018/07/20,ASM333122v1,Universidad Miguel Hernandez,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/331/225/GCA_003331225.1_ASM333122v1,./genbank/bacteria/GCA_003331225.1/GCA_003331225.1_ASM333122v1_genomic.fna.gz,./genbank/bacteria/GCA_003331225.1/GCA_003331225.1_ASM333122v1_genomic.fna.gz,GCA_003331225.1_ASM333122v1
GCA_003331245.1,PRJNA352798,SAMN08905480,QOPQ00000000.1,derived from metagenome,na,,2267257,2267257,Synechococcus sp. MED-G70,,MED-G70,latest,Contig,Major,Full,2018/07/20,ASM333124v1,Universidad Miguel Hernandez,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/331/245/GCA_003331245.1_ASM333124v1,./genbank/bacteria/GCA_003331245.1/GCA_003331245.1_ASM333124v1_genomic.fna.gz,./genbank/bacteria/GCA_003331245.1/GCA_003331245.1_ASM333124v1_genomic.fna.gz,GCA_003331245.1_ASM333124v1
GCA_003331765.1,PRJNA352798,SAMN08905479,QOPR00000000.1,derived from metagenome,na,,2267258,2267258,Synechococcus sp. MED-G69,,MED-G69,latest,Contig,Major,Full,2018/07/20,ASM333176v1,Universidad Miguel Hernandez,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/331/765/GCA_003331765.1_ASM333176v1,./genbank/bacteria/GCA_003331765.1/GCA_003331765.1_ASM333176v1_genomic.fna.gz,./genbank/bacteria/GCA_003331765.1/GCA_003331765.1_ASM333176v1_genomic.fna.gz,GCA_003331765.1_ASM333176v1
GCA_003331785.1,PRJNA352798,SAMN08905478,QOPS00000000.1,derived from metagenome,na,,2267259,2267259,Synechococcus sp. MED-G68,,MED-G68,latest,Contig,Major,Full,2018/07/20,ASM333178v1,Universidad Miguel Hernandez,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/331/785/GCA_003331785.1_ASM333178v1,./genbank/bacteria/GCA_003331785.1/GCA_003331785.1_ASM333178v1_genomic.fna.gz,./genbank/bacteria/GCA_003331785.1/GCA_003331785.1_ASM333178v1_genomic.fna.gz,GCA_003331785.1_ASM333178v1
GCA_003331795.1,PRJNA352798,SAMN08905477,QOPT00000000.1,derived from metagenome,na,,2267260,2267260,Synechococcus sp. MED-G67,,MED-G67,latest,Contig,Major,Full,2018/07/20,ASM333179v1,Universidad Miguel Hernandez,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/331/795/GCA_003331795.1_ASM333179v1,./genbank/bacteria/GCA_003331795.1/GCA_003331795.1_ASM333179v1_genomic.fna.gz,./genbank/bacteria/GCA_003331795.1/GCA_003331795.1_ASM333179v1_genomic.fna.gz,GCA_003331795.1_ASM333179v1
GCA_007571215.1,PRJNA488959,SAMN10273078,RKRW00000000.1,derived from metagenome,na,,2479221,2479221,Synechococcus sp. PNGco_C_binVS15,,PNGco_C_binVS15,latest,Contig,Major,Full,2019/07/29,ASM757121v1,Australian Institute of Marine Science,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/571/215/GCA_007571215.1_ASM757121v1,./genbank/bacteria/GCA_007571215.1/GCA_007571215.1_ASM757121v1_genomic.fna.gz,./genbank/bacteria/GCA_007571215.1/GCA_007571215.1_ASM757121v1_genomic.fna.gz,GCA_007571215.1_ASM757121v1
GCA_007571085.1,PRJNA488959,SAMN10273084,RKSC00000000.1,derived from metagenome,na,,2479222,2479222,Synechococcus sp. PNGco_S_binSS4,,PNGco_S_binSS4,latest,Contig,Major,Full,2019/07/29,ASM757108v1,Australian Institute of Marine Science,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/571/085/GCA_007571085.1_ASM757108v1,./genbank/bacteria/GCA_007571085.1/GCA_007571085.1_ASM757108v1_genomic.fna.gz,./genbank/bacteria/GCA_007571085.1/GCA_007571085.1_ASM757108v1_genomic.fna.gz,GCA_007571085.1_ASM757108v1
GCA_011365345.1,PRJNA516148,SAMN10782515,SDBW00000000.1,,na,,2508568,2508568,Synechococcus sp. HB1133,strain=HB1133,,latest,Contig,Major,Full,2020/03/16,ASM1136534v1,Macquarie University,GCF_011365345.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/365/345/GCA_011365345.1_ASM1136534v1,./genbank/bacteria/GCA_011365345.1/GCA_011365345.1_ASM1136534v1_genomic.fna.gz,./genbank/bacteria/GCA_011365345.1/GCA_011365345.1_ASM1136534v1_genomic.fna.gz,GCA_011365345.1_ASM1136534v1
GCA_008807075.1,PRJNA518028,SAMN10850838,,,na,,2511069,2511069,Synechococcus sp. RSCCF101,strain=RSCCF101,,latest,Complete Genome,Major,Full,2019/10/03,ASM880707v1,King Abdullah University of Science and Technology,GCF_008807075.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/807/075/GCA_008807075.1_ASM880707v1,./genbank/bacteria/GCA_008807075.1/GCA_008807075.1_ASM880707v1_genomic.fna.gz,./genbank/bacteria/GCA_008807075.1/GCA_008807075.1_ASM880707v1_genomic.fna.gz,GCA_008807075.1_ASM880707v1
GCA_004212765.1,PRJNA352798,SAMN10841304,SHBS00000000.1,derived from metagenome,na,,2518986,2518986,Synechococcus sp. MED-G133,,MED-G133,latest,Contig,Major,Full,2019/02/19,ASM421276v1,Universidad Miguel Hernandez,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/212/765/GCA_004212765.1_ASM421276v1,./genbank/bacteria/GCA_004212765.1/GCA_004212765.1_ASM421276v1_genomic.fna.gz,./genbank/bacteria/GCA_004212765.1/GCA_004212765.1_ASM421276v1_genomic.fna.gz,GCA_004212765.1_ASM421276v1
GCA_004211895.1,PRJNA352798,SAMN10841305,SHBT00000000.1,derived from metagenome,na,,2518987,2518987,Synechococcus sp. MED-G134,,MED-G134,latest,Contig,Major,Full,2019/02/19,ASM421189v1,Universidad Miguel Hernandez,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/211/895/GCA_004211895.1_ASM421189v1,./genbank/bacteria/GCA_004211895.1/GCA_004211895.1_ASM421189v1_genomic.fna.gz,./genbank/bacteria/GCA_004211895.1/GCA_004211895.1_ASM421189v1_genomic.fna.gz,GCA_004211895.1_ASM421189v1
GCA_004213055.1,PRJNA352798,SAMN10841306,SHBU00000000.1,derived from metagenome,na,,2518988,2518988,Synechococcus sp. MED-G135,,MED-G135,latest,Contig,Major,Full,2019/02/19,ASM421305v1,Universidad Miguel Hernandez,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/213/055/GCA_004213055.1_ASM421305v1,./genbank/bacteria/GCA_004213055.1/GCA_004213055.1_ASM421305v1_genomic.fna.gz,./genbank/bacteria/GCA_004213055.1/GCA_004213055.1_ASM421305v1_genomic.fna.gz,GCA_004213055.1_ASM421305v1
GCA_007828135.1,PRJNA536950,SAMN11528565,VITZ00000000.1,,na,,2572902,2572902,Synechococcus sp. Ace-Pa,strain=Ace-Pa,,latest,Scaffold,Major,Full,2019/08/02,ASM782813v1,DOE Joint Genome Institute,GCF_007828135.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/828/135/GCA_007828135.1_ASM782813v1,./genbank/bacteria/GCA_007828135.1/GCA_007828135.1_ASM782813v1_genomic.fna.gz,./genbank/bacteria/GCA_007828135.1/GCA_007828135.1_ASM782813v1_genomic.fna.gz,GCA_007828135.1_ASM782813v1
GCA_900473965.1,PRJEB26976,SAMEA4707921,UCNJ00000000.1,,na,,2575510,2575510,Synechococcus sp. UW179A,,UW179A,latest,Contig,Major,Full,2018/08/01,UW179A,UNIVERSITY OF SOUTHERN CALIFORNIA,GCF_900473965.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/473/965/GCA_900473965.1_UW179A,./genbank/bacteria/GCA_900473965.1/GCA_900473965.1_UW179A_genomic.fna.gz,./genbank/bacteria/GCA_900473965.1/GCA_900473965.1_UW179A_genomic.fna.gz,GCA_900473965.1_UW179A
GCA_900473955.1,PRJEB26976,SAMEA4707920,UCNL00000000.1,,na,,2575511,2575511,Synechococcus sp. GEYO,,GEYO,latest,Contig,Major,Full,2018/07/31,GEYO,UNIVERSITY OF SOUTHERN CALIFORNIA,GCF_900473955.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/473/955/GCA_900473955.1_GEYO,./genbank/bacteria/GCA_900473955.1/GCA_900473955.1_GEYO_genomic.fna.gz,./genbank/bacteria/GCA_900473955.1/GCA_900473955.1_GEYO_genomic.fna.gz,GCA_900473955.1_GEYO
GCA_900474045.1,PRJEB26976,SAMEA4707916,UCNR00000000.1,,na,,2575512,2575512,Synechococcus sp. N19,,N19,latest,Contig,Major,Full,2018/07/31,N19,UNIVERSITY OF SOUTHERN CALIFORNIA,GCF_900474045.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/474/045/GCA_900474045.1_N19,./genbank/bacteria/GCA_900474045.1/GCA_900474045.1_N19_genomic.fna.gz,./genbank/bacteria/GCA_900474045.1/GCA_900474045.1_N19_genomic.fna.gz,GCA_900474045.1_N19
GCA_900473975.1,PRJEB26976,SAMEA4707915,UCNM00000000.1,,na,,2575513,2575513,Synechococcus sp. N26,,N26,latest,Contig,Major,Full,2018/07/31,N26,UNIVERSITY OF SOUTHERN CALIFORNIA,GCF_900473975.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/473/975/GCA_900473975.1_N26,./genbank/bacteria/GCA_900473975.1/GCA_900473975.1_N26_genomic.fna.gz,./genbank/bacteria/GCA_900473975.1/GCA_900473975.1_N26_genomic.fna.gz,GCA_900473975.1_N26
GCA_900473895.1,PRJEB26976,SAMEA4707912,UCND00000000.1,,na,,2575514,2575514,Synechococcus sp. N32,,N32,latest,Contig,Major,Full,2018/07/31,N32,UNIVERSITY OF SOUTHERN CALIFORNIA,GCF_900473895.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/473/895/GCA_900473895.1_N32,./genbank/bacteria/GCA_900473895.1/GCA_900473895.1_N32_genomic.fna.gz,./genbank/bacteria/GCA_900473895.1/GCA_900473895.1_N32_genomic.fna.gz,GCA_900473895.1_N32
GCA_900473925.1,PRJEB26976,SAMEA4707913,UCNI00000000.1,,na,,2575515,2575515,Synechococcus sp. N5,,N5,latest,Contig,Major,Full,2018/07/31,N5,UNIVERSITY OF SOUTHERN CALIFORNIA,GCF_900473925.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/473/925/GCA_900473925.1_N5,./genbank/bacteria/GCA_900473925.1/GCA_900473925.1_N5_genomic.fna.gz,./genbank/bacteria/GCA_900473925.1/GCA_900473925.1_N5_genomic.fna.gz,GCA_900473925.1_N5
GCA_900474245.1,PRJEB26976,SAMEA4707919,UCNZ00000000.1,,na,,2575516,2575516,Synechococcus sp. UW179B,,UW179B,latest,Contig,Major,Full,2018/07/31,UW179B,UNIVERSITY OF SOUTHERN CALIFORNIA,GCF_900474245.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/474/245/GCA_900474245.1_UW179B,./genbank/bacteria/GCA_900474245.1/GCA_900474245.1_UW179B_genomic.fna.gz,./genbank/bacteria/GCA_900474245.1/GCA_900474245.1_UW179B_genomic.fna.gz,GCA_900474245.1_UW179B
GCA_005577135.1,PRJNA542803,SAMN11638411,,,na,,2579791,2579791,Synechococcus sp. PCC 11901,strain=PCC 11901,,latest,Chromosome,Major,Full,2019/05/22,ASM557713v1,Nanyang Technological University,GCF_005577135.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/577/135/GCA_005577135.1_ASM557713v1,./genbank/bacteria/GCA_005577135.1/GCA_005577135.1_ASM557713v1_genomic.fna.gz,./genbank/bacteria/GCA_005577135.1/GCA_005577135.1_ASM557713v1_genomic.fna.gz,GCA_005577135.1_ASM557713v1
GCA_008386235.1,PRJNA544238,SAMN11823200,,,na,,2583530,2583530,Thermosynechococcus sp. CL-1,strain=CL-1,,latest,Complete Genome,Major,Full,2019/09/16,ASM838623v1,Academia Sinica,GCF_008386235.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/386/235/GCA_008386235.1_ASM838623v1,./genbank/bacteria/GCA_008386235.1/GCA_008386235.1_ASM838623v1_genomic.fna.gz,./genbank/bacteria/GCA_008386235.1/GCA_008386235.1_ASM838623v1_genomic.fna.gz,GCA_008386235.1_ASM838623v1
GCA_008081095.1,PRJNA552566,SAMN12255921,VMCZ00000000.1,derived from metagenome; fragmented assembly,na,,2598124,2598124,Synechococcus sp. 16_2,,16_2,latest,Contig,Major,Full,2019/08/23,ASM808109v1,Sapelo Island Microbial Carbon Observatory,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/081/095/GCA_008081095.1_ASM808109v1,./genbank/bacteria/GCA_008081095.1/GCA_008081095.1_ASM808109v1_genomic.fna.gz,./genbank/bacteria/GCA_008081095.1/GCA_008081095.1_ASM808109v1_genomic.fna.gz,GCA_008081095.1_ASM808109v1
GCA_009840445.1,PRJNA555144,SAMN12598247,VXNS00000000.1,derived from metagenome,na,,2604852,2604852,Synechococcus sp. SB0662_bin_14,,SB0662_bin_14,latest,Scaffold,Major,Full,2020/01/09,ASM984044v1,University of Queensland,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/840/445/GCA_009840445.1_ASM984044v1,./genbank/bacteria/GCA_009840445.1/GCA_009840445.1_ASM984044v1_genomic.fna.gz,./genbank/bacteria/GCA_009840445.1/GCA_009840445.1_ASM984044v1_genomic.fna.gz,GCA_009840445.1_ASM984044v1
GCA_009839805.1,PRJNA555144,SAMN12598281,VXPA00000000.1,derived from metagenome,na,,2604853,2604853,Synechococcus sp. SB0662_bin_45,,SB0662_bin_45,latest,Scaffold,Major,Full,2020/01/09,ASM983980v1,University of Queensland,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/839/805/GCA_009839805.1_ASM983980v1,./genbank/bacteria/GCA_009839805.1/GCA_009839805.1_ASM983980v1_genomic.fna.gz,./genbank/bacteria/GCA_009839805.1/GCA_009839805.1_ASM983980v1_genomic.fna.gz,GCA_009839805.1_ASM983980v1
GCA_009839305.1,PRJNA555144,SAMN12598307,VXQA00000000.1,derived from metagenome,na,,2604854,2604854,Synechococcus sp. SB0663_bin_10,,SB0663_bin_10,latest,Scaffold,Major,Full,2020/01/09,ASM983930v1,University of Queensland,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/839/305/GCA_009839305.1_ASM983930v1,./genbank/bacteria/GCA_009839305.1/GCA_009839305.1_ASM983930v1_genomic.fna.gz,./genbank/bacteria/GCA_009839305.1/GCA_009839305.1_ASM983930v1_genomic.fna.gz,GCA_009839305.1_ASM983930v1
GCA_009838425.1,PRJNA555144,SAMN12598349,VXRQ00000000.1,derived from metagenome; fragmented assembly,na,,2604855,2604855,Synechococcus sp. SB0664_bin_36,,SB0664_bin_36,latest,Scaffold,Major,Full,2020/01/09,ASM983842v1,University of Queensland,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/838/425/GCA_009838425.1_ASM983842v1,./genbank/bacteria/GCA_009838425.1/GCA_009838425.1_ASM983842v1_genomic.fna.gz,./genbank/bacteria/GCA_009838425.1/GCA_009838425.1_ASM983842v1_genomic.fna.gz,GCA_009838425.1_ASM983842v1
GCA_009837735.1,PRJNA555144,SAMN12598384,VXSZ00000000.1,derived from metagenome,na,,2604856,2604856,Synechococcus sp. SB0665_bin_28,,SB0665_bin_28,latest,Scaffold,Major,Full,2020/01/09,ASM983773v1,University of Queensland,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/837/735/GCA_009837735.1_ASM983773v1,./genbank/bacteria/GCA_009837735.1/GCA_009837735.1_ASM983773v1_genomic.fna.gz,./genbank/bacteria/GCA_009837735.1/GCA_009837735.1_ASM983773v1_genomic.fna.gz,GCA_009837735.1_ASM983773v1
GCA_009837265.1,PRJNA555144,SAMN12598407,VXTW00000000.1,derived from metagenome,na,,2604857,2604857,Synechococcus sp. SB0666_bin_14,,SB0666_bin_14,latest,Scaffold,Major,Full,2020/01/09,ASM983726v1,University of Queensland,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/837/265/GCA_009837265.1_ASM983726v1,./genbank/bacteria/GCA_009837265.1/GCA_009837265.1_ASM983726v1_genomic.fna.gz,./genbank/bacteria/GCA_009837265.1/GCA_009837265.1_ASM983726v1_genomic.fna.gz,GCA_009837265.1_ASM983726v1
GCA_009836155.1,PRJNA555144,SAMN12598464,VXWB00000000.1,derived from metagenome,na,,2604858,2604858,Synechococcus sp. SB0667_bin_8,,SB0667_bin_8,latest,Scaffold,Major,Full,2020/01/09,ASM983615v1,University of Queensland,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/836/155/GCA_009836155.1_ASM983615v1,./genbank/bacteria/GCA_009836155.1/GCA_009836155.1_ASM983615v1_genomic.fna.gz,./genbank/bacteria/GCA_009836155.1/GCA_009836155.1_ASM983615v1_genomic.fna.gz,GCA_009836155.1_ASM983615v1
GCA_009836025.1,PRJNA555144,SAMN12598470,VXWH00000000.1,derived from metagenome,na,,2604859,2604859,Synechococcus sp. SB0668_bin_13,,SB0668_bin_13,latest,Scaffold,Major,Full,2020/01/09,ASM983602v1,University of Queensland,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/836/025/GCA_009836025.1_ASM983602v1,./genbank/bacteria/GCA_009836025.1/GCA_009836025.1_ASM983602v1_genomic.fna.gz,./genbank/bacteria/GCA_009836025.1/GCA_009836025.1_ASM983602v1_genomic.fna.gz,GCA_009836025.1_ASM983602v1
GCA_009835965.1,PRJNA555144,SAMN12598472,VXWJ00000000.1,derived from metagenome,na,,2604860,2604860,Synechococcus sp. SB0668_bin_15,,SB0668_bin_15,latest,Scaffold,Major,Full,2020/01/09,ASM983596v1,University of Queensland,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/835/965/GCA_009835965.1_ASM983596v1,./genbank/bacteria/GCA_009835965.1/GCA_009835965.1_ASM983596v1_genomic.fna.gz,./genbank/bacteria/GCA_009835965.1/GCA_009835965.1_ASM983596v1_genomic.fna.gz,GCA_009835965.1_ASM983596v1
GCA_009846095.1,PRJNA555144,SAMN12598522,VXYH00000000.1,derived from metagenome,na,,2604861,2604861,Synechococcus sp. SB0669_bin_7,,SB0669_bin_7,latest,Scaffold,Major,Full,2020/01/09,ASM984609v1,University of Queensland,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/846/095/GCA_009846095.1_ASM984609v1,./genbank/bacteria/GCA_009846095.1/GCA_009846095.1_ASM984609v1_genomic.fna.gz,./genbank/bacteria/GCA_009846095.1/GCA_009846095.1_ASM984609v1_genomic.fna.gz,GCA_009846095.1_ASM984609v1
GCA_009846115.1,PRJNA555144,SAMN12598523,VXYI00000000.1,derived from metagenome,na,,2604862,2604862,Synechococcus sp. SB0669_bin_8,,SB0669_bin_8,latest,Scaffold,Major,Full,2020/01/09,ASM984611v1,University of Queensland,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/846/115/GCA_009846115.1_ASM984611v1,./genbank/bacteria/GCA_009846115.1/GCA_009846115.1_ASM984611v1_genomic.fna.gz,./genbank/bacteria/GCA_009846115.1/GCA_009846115.1_ASM984611v1_genomic.fna.gz,GCA_009846115.1_ASM984611v1
GCA_009845825.1,PRJNA555144,SAMN12598537,VXYW00000000.1,derived from metagenome,na,,2604863,2604863,Synechococcus sp. SB0670_bin_20,,SB0670_bin_20,latest,Scaffold,Major,Full,2020/01/09,ASM984582v1,University of Queensland,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/845/825/GCA_009845825.1_ASM984582v1,./genbank/bacteria/GCA_009845825.1/GCA_009845825.1_ASM984582v1_genomic.fna.gz,./genbank/bacteria/GCA_009845825.1/GCA_009845825.1_ASM984582v1_genomic.fna.gz,GCA_009845825.1_ASM984582v1
GCA_009845105.1,PRJNA555144,SAMN12598571,VYAE00000000.1,derived from metagenome,na,,2604864,2604864,Synechococcus sp. SB0672_bin_10,,SB0672_bin_10,latest,Scaffold,Major,Full,2020/01/09,ASM984510v1,University of Queensland,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/845/105/GCA_009845105.1_ASM984510v1,./genbank/bacteria/GCA_009845105.1/GCA_009845105.1_ASM984510v1_genomic.fna.gz,./genbank/bacteria/GCA_009845105.1/GCA_009845105.1_ASM984510v1_genomic.fna.gz,GCA_009845105.1_ASM984510v1
GCA_009844725.1,PRJNA555144,SAMN12598591,VYAY00000000.1,derived from metagenome,na,,2604865,2604865,Synechococcus sp. SB0672_bin_6,,SB0672_bin_6,latest,Scaffold,Major,Full,2020/01/09,ASM984472v1,University of Queensland,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/844/725/GCA_009844725.1_ASM984472v1,./genbank/bacteria/GCA_009844725.1/GCA_009844725.1_ASM984472v1_genomic.fna.gz,./genbank/bacteria/GCA_009844725.1/GCA_009844725.1_ASM984472v1_genomic.fna.gz,GCA_009844725.1_ASM984472v1
